,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
226,1266,3348082,K01196.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.982164,1.3e-05,-1.3e-05,135.5266,0.0023,-0.0023,0.08,0.78,-0.78,2.2589,,,452,,,2.1,1.4,-1.4,1213.0,,,,,,32.8,,,6021.0,122.0,-122.0,4.43,0.3,-0.3,1.02,0.51,-0.51,292.92276,38.47728,15.035
227,1270,10555375,K00158.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.8018305,8.2e-06,-8.2e-06,137.57581,0.00099,-0.00099,0.91,0.2,-0.2,3.6784,,,656,,,6.8,2.6,-2.6,1494.0,,,,,,113.4,,,6021.0,120.0,-120.0,3.87,0.3,-0.3,2.15,0.83,-0.83,298.77338,47.786469,13.752
228,1272,4372768,K01327.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.6405,0.00013,-0.00013,359.0582,0.0043,-0.0043,0.96,0.23,-0.23,4.5378,,,1572,,,5.4,2.0,-2.0,625.0,,,,,,39.8,,,5141.0,200.0,-200.0,4.49,0.3,-0.3,0.92,0.3,-0.3,293.61121,39.417519,15.908
229,1275,4150539,K01330.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.653009,2.9e-05,-2.9e-05,134.3139,0.0024,-0.0024,0.05,0.98,-0.98,3.2541,,,975,,,1.9,0.79,-0.79,603.0,,,,,,44.5,,,4627.0,61.0,-61.0,4.66,0.3,-0.3,0.628,0.015,-0.015,289.7261,39.272831,15.703
230,1280,4285107,K01333.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.2430251,4.3e-06,-4.3e-06,133.4479,0.0012,-0.0012,0.02,0.12,-0.12,2.7773,,,363,,,1.47,0.86,-0.86,1207.0,,,,,,69.9,,,5498.0,70.0,-70.0,4.59,0.3,-0.3,0.79,0.27,-0.27,296.65308,39.322689,13.98
231,1289,9761199,K01459.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.6920069,1.4e-06,-1.4e-06,133.11103,0.00016,-0.00016,0.889,0.1,-0.1,1.1155,,,3876,,,4.12,0.29,-0.29,1193.0,,,,,,201.4,,,4183.0,81.0,-81.0,4.72,0.3,-0.3,0.543,0.013,-0.013,287.14313,46.50806,15.692
232,1290,7751571,K01460.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,17.042191,3.1e-05,-3.1e-05,363.9733,0.0011,-0.0011,0.86,0.12,-0.12,6.6651,,,5331,,,7.0,2.6,-2.6,577.0,,,,,,241.5,,,5167.0,200.0,-200.0,4.59,0.3,-0.3,0.81,0.3,-0.3,291.28659,43.404411,15.57
233,1292,11913013,K01462.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.747802,1.8e-05,-1.8e-05,355.3136,0.0031,-0.0031,0.96,0.41,-0.41,4.0261,,,6002,,,12.4,,,1176.0,,,,,,51.5,,,5780.0,,,4.44,,,1.0,,,291.02301,50.262226,17.445
234,1309,3557493,K01200.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.3937265,2.8e-06,-2.8e-06,133.30988,0.00053,-0.00053,1.2227,0.1,-0.1,2.2231,,,480,,,27.9,9.6,-9.6,2697.0,,,,,,80.4,,,6274.0,123.0,-123.0,4.45,0.3,-0.3,1.04,0.36,-0.36,294.65121,38.636459,15.025
235,1317,4150624,K01334.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.65312,3.5e-05,-3.5e-05,134.3046,0.0029,-0.0029,0.02,0.18,-0.18,3.0585,,,588,,,1.8,1.3,-1.3,738.0,,,,,,34.7,,,5321.0,112.0,-112.0,4.58,0.3,-0.3,0.77,0.43,-0.43,289.7439,39.286301,15.454
236,1328,7838655,K01464.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.1132007,1.7e-06,-1.7e-06,356.32839,0.00046,-0.00046,0.99,0.23,-0.23,2.4998,,,3051,,,9.2,3.4,-3.4,1256.0,,,,,,298.9,,,5278.0,200.0,-200.0,4.49,0.3,-0.3,0.93,0.3,-0.3,296.91724,43.517529,15.465
237,1331,7770450,K01467.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.1578068,2e-06,-2e-06,354.74335,0.00098,-0.00098,0.08,0.87,-0.87,2.6283,,,910,,,2.7,1.5,-1.5,1516.0,,,,,,93.0,,,5352.0,200.0,-200.0,4.52,0.3,-0.3,0.91,0.3,-0.3,297.17429,43.479099,15.837
238,1332,9851226,K01468.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.480262,2.6e-05,-2.6e-05,135.8544,0.0022,-0.0022,0.9,0.17,-0.17,5.9209,,,1360,,,4.5,2.3,-2.3,914.0,,,,,,96.4,,,5934.0,133.0,-133.0,4.44,0.3,-0.3,0.99,0.51,-0.51,298.82254,46.650269,15.262
239,1335,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7809803,3.3e-06,-3.3e-06,177.8249,0.0012,-0.0012,0.023,0.1,-0.1,2.1587,,,809,,,2.3,2.2,-2.2,1382.0,,,,,,62.1,,,5705.0,91.0,-91.0,4.56,0.3,-0.3,0.84,0.69,-0.69,288.76318,50.174221,15.516
240,1345,7023960,K00187.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,30.882549,1.1e-05,-1.1e-05,151.52858,0.00014,-0.00014,0.029,0.1,-0.1,5.342,,,24282,,,14.2,5.0,-5.0,572.0,,,,,,1531.8,,,5959.0,108.0,-108.0,4.52,0.3,-0.3,0.92,0.33,-0.33,288.72949,42.55088,14.857
241,1360,3556220,K01213.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7967132,1.9e-06,-1.9e-06,133.0866,0.0013,-0.0013,0.024,0.1,-0.1,2.7055,,,136,,,1.16,0.61,-0.61,2145.0,,,,,,53.5,,,6238.0,71.0,-71.0,4.46,0.3,-0.3,1.03,0.4,-0.4,294.35049,38.602131,13.379
242,1363,4386059,K01340.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.9005998,8.7e-06,-8.7e-06,179.8354,0.0018,-0.0018,0.03,0.12,-0.12,2.7597,,,248,,,1.54,,,1304.0,,,,,,43.1,,,5894.0,,,4.427,,,1.006,,,296.43408,39.444069,13.887
243,1367,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5449259,3.7e-06,-3.7e-06,133.5492,0.0015,-0.0015,0.93,0.84,-0.84,1.0397,,,139,,,1.9,0.97,-0.97,1900.0,,,,,,29.0,,,6318.0,102.0,-102.0,4.3,0.3,-0.3,1.25,0.53,-0.53,294.18967,39.617119,13.643
244,1371,7037540,K01347.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.4058538,1.4e-06,-1.4e-06,360.3841,6e-05,-6e-05,0.0281,0.1,-0.1,5.562,,,32600,,,15.14,,,667.0,,,,,,3147.4,,,5347.0,,,4.476,,,0.863,,,293.02036,42.508835,14.808
245,1383,10470616,K02112.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.157131,1.2e-05,-1.2e-05,132.2178,0.0017,-0.0017,0.52,0.93,-0.93,1.8769,,,81,,,1.12,,,1320.0,,,,,,27.9,,,6284.0,,,4.344,,,1.224,,,291.96689,47.698456,12.28
246,1395,3851130,K02284.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.6979068,6.7e-06,-6.7e-06,133.6506,0.0015,-0.0015,0.24,0.92,-0.92,2.3689,,,122,,,1.4,0.54,-0.54,1456.0,,,,,,36.2,,,5604.0,86.0,-86.0,4.17,0.3,-0.3,1.28,0.37,-0.37,291.69385,38.964069,13.265
247,1401,9366989,K01785.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.21903358,6e-07,-6e-07,132.09973,0.00034,-0.00034,0.82,0.16,-0.16,2.03,,,10870,,,13.3,6.5,-6.5,1808.0,,,,,,361.7,,,5669.0,138.0,-138.0,4.31,0.3,-0.3,1.1,0.54,-0.54,299.97183,45.809738,14.914
248,1405,5565497,K01789.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.41252409,4.4e-07,-4.4e-07,131.70375,0.00021,-0.00021,0.029,0.1,-0.1,3.9261,,,953,,,6.9,3.6,-3.6,3241.0,,,,,,677.3,,,8537.0,200.0,-200.0,4.02,0.3,-0.3,2.3,0.94,-0.94,299.38208,40.758141,11.521
249,1407,4144231,K01791.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,22.913343,3.5e-05,-3.5e-05,140.6493,0.0012,-0.0012,1.28,0.85,-0.85,3.229,,,5334,,,36.0,22.0,-22.0,557.0,,,,,,141.0,,,5238.0,200.0,-200.0,4.51,0.3,-0.3,0.91,0.3,-0.3,287.83228,39.225552,15.469
250,1412,9674608,K01795.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.9720438,2.7e-06,-2.7e-06,133.25002,0.00064,-0.00064,0.96,0.73,-0.73,1.2836,,,6733,,,7.8,3.3,-3.3,812.0,,,,,,81.3,,,4428.0,83.0,-83.0,4.69,0.3,-0.3,0.587,0.016,-0.016,300.41727,46.335991,15.772
251,1418,12253474,K01947.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.422957,3.7e-05,-3.7e-05,135.5513,0.002,-0.002,0.39,0.85,-0.85,1.1192,,,216,,,1.49,0.88,-0.88,1025.0,,,,,,24.0,,,6085.0,70.0,-70.0,4.45,0.3,-0.3,1.01,0.49,-0.49,288.63483,50.912231,12.335
252,1420,3122985,K01949.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.99348895,4.2e-07,-4.2e-07,131.60661,0.00028,-0.00028,0.85,0.19,-0.19,1.964,,,26274,,,24.0,12.0,-12.0,2059.0,,,,,,279.9,,,5868.0,118.0,-118.0,4.26,0.3,-0.3,1.2,0.59,-0.59,292.91891,38.206692,14.701
253,1428,8652999,K01953.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.160311,6.9e-05,-6.9e-05,136.5515,0.0032,-0.0032,0.03,0.15,-0.15,6.0321,,,328,,,2.0,1.2,-1.2,815.0,,,,,,51.3,,,5891.0,102.0,-102.0,4.29,0.3,-0.3,1.17,0.43,-0.43,300.39197,44.780041,13.59
254,1433,10362031,K02118.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.213698,1.2e-05,-1.2e-05,132.9813,0.0022,-0.0022,0.47,0.7,-0.7,2.2128,,,64,,,0.82,,,1270.0,,,,,,23.2,,,5913.0,,,4.42,,,1.019,,,299.26431,47.491791,12.618
255,1437,8453211,K00236.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.7767407,9.2e-06,-9.2e-06,143.0974,0.0011,-0.0011,1.21,0.97,-0.97,5.0233,,,3663,,,33.0,19.0,-19.0,1029.0,,,,,,467.8,,,5578.0,95.0,-95.0,4.33,0.3,-0.3,1.05,0.39,-0.39,298.80206,44.420349,14.572
256,1446,7257363,K02292.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.233516,3.8e-05,-3.8e-05,133.1159,0.005,-0.005,0.03,0.12,-0.12,4.3747,,,427,,,1.47,0.74,-0.74,843.0,,,,,,26.1,,,5271.0,68.0,-68.0,4.63,0.3,-0.3,0.736,0.049,-0.049,282.04895,42.871109,15.516
257,1456,11922722,K02301.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.512883,1.4e-05,-1.4e-05,133.7974,0.0028,-0.0028,0.54,0.71,-0.71,3.3613,,,139,,,1.14,0.64,-0.64,1138.0,,,,,,33.6,,,5482.0,85.0,-85.0,4.4,0.3,-0.3,0.95,0.38,-0.38,295.98465,50.248199,13.76
258,1468,9529744,K01806.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.40456,3.2e-06,-3.2e-06,131.67441,0.00092,-0.00092,0.029,0.1,-0.1,5.8741,,,408,,,2.2,1.2,-1.2,1563.0,,,,,,204.1,,,6440.0,88.0,-88.0,4.41,0.3,-0.3,1.12,0.44,-0.44,293.21356,46.175129,13.474
259,1469,10614012,K01807.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,132.1405,0.00099,-0.00099,149.1599,0.002,-0.002,0.4835,0.1,-0.1,25.9754,,,6562,,,70.4,6.0,-6.0,820.0,,,,,,1657.4,,,5067.0,50.0,-50.0,2.87,0.1,-0.1,8.61,0.73,-0.73,296.92874,47.88295,9.715
260,1471,9468717,K01954.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.373379,2.3e-05,-2.3e-05,134.0107,0.0022,-0.0022,1.02,0.59,-0.59,2.1008,,,115,,,7.0,4.1,-4.1,1366.0,,,,,,38.6,,,6514.0,89.0,-89.0,4.04,0.3,-0.3,1.85,0.68,-0.68,293.38184,46.098701,12.197
261,1474,5730389,K01956.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.7595592,6.2e-06,-6.2e-06,131.7179,0.0016,-0.0016,0.03,0.13,-0.13,4.8342,,,467,,,1.8,1.3,-1.3,1202.0,,,,,,90.3,,,5629.0,89.0,-89.0,4.52,0.3,-0.3,0.87,0.44,-0.44,298.0607,40.960732,14.618
262,1481,7269493,K01961.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,76.6372,0.0027,-0.0027,143.269,0.013,-0.013,0.64,0.16,-0.16,8.0772,,,114,,,1.95,0.36,-0.36,543.0,,,,,,7.8,,,5538.0,76.0,-76.0,3.95,0.3,-0.3,1.75,0.31,-0.31,287.57117,42.813919,12.852
263,1485,6373680,K02127.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.8706539,7.7e-06,-7.7e-06,133.6655,0.0019,-0.0019,0.71,0.84,-0.84,1.6313,,,519,,,2.3,1.3,-1.3,1265.0,,,,,,33.8,,,5972.0,111.0,-111.0,4.52,0.3,-0.3,0.92,0.37,-0.37,294.74448,41.749962,15.413
264,1495,5288570,K02136.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.728532,1e-05,-1e-05,131.8081,0.0037,-0.0037,0.1,0.88,-0.88,3.6514,,,254,,,1.35,,,1366.0,,,,,,28.1,,,5438.0,,,4.476,,,0.875,,,295.50107,40.410225,12.99
265,1498,8175131,K02139.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.2712108,8.5e-06,-8.5e-06,132.1066,0.0015,-0.0015,0.78,0.63,-0.63,2.8433,,,1824,,,3.5,1.5,-1.5,796.0,,,,,,85.0,,,4530.0,200.0,-200.0,4.57,0.3,-0.3,0.75,0.3,-0.3,295.00293,44.09203,15.938
266,1517,3966262,K01811.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.4635342,6.2e-06,-6.2e-06,135.3448,0.0016,-0.0016,0.33,0.69,-0.69,2.2993,,,838,,,2.3,1.5,-1.5,1175.0,,,,,,49.0,,,5552.0,85.0,-85.0,4.58,0.3,-0.3,0.81,0.43,-0.43,294.57605,39.03928,14.914
267,1523,7918172,K01817.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,63.93401,0.00049,-0.00049,162.8619,0.0051,-0.0051,0.95,0.1,-0.1,9.2049,,,1299,,,9.0,1.3,-1.3,551.0,,,,,,72.5,,,5122.0,91.0,-91.0,3.89,0.3,-0.3,1.8,0.26,-0.26,299.59305,43.693089,14.339
268,1528,9973855,K01966.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.9560114,7.6e-06,-7.6e-06,134.0611,0.0016,-0.0016,0.1,0.69,-0.69,2.7686,,,83,,,0.76,,,1119.0,,,,,,40.2,,,5328.0,,,4.476,,,0.861,,,299.77972,46.890469,12.58
269,1542,3764879,K02141.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.3069909,7.7e-06,-7.7e-06,131.52713,0.00082,-0.00082,0.8,0.79,-0.79,0.8666,,,275,,,1.76,0.93,-0.93,1690.0,,,,,,43.6,,,6069.0,107.0,-107.0,4.5,0.3,-0.3,0.96,0.45,-0.45,295.77194,38.820042,14.024
270,1544,12121470,K02142.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.8773533,5.4e-06,-5.4e-06,132.2645,0.0019,-0.0019,0.48,0.97,-0.97,1.8037,,,240,,,1.71,0.87,-0.87,1677.0,,,,,,30.6,,,6390.0,112.0,-112.0,4.42,0.3,-0.3,1.1,0.4,-0.4,296.80524,50.611061,14.688
271,1562,10481045,K02320.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.037315,5.4e-05,-5.4e-05,131.5763,0.007,-0.007,0.783,0.1,-0.1,3.8913,,,103,,,0.99,0.65,-0.65,1364.0,,,,,,18.5,,,5814.0,97.0,-97.0,4.54,0.3,-0.3,0.88,0.57,-0.57,295.841,47.681889,15.047
272,1564,8107034,K02322.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,332.745,0.017,-0.017,387.023,0.021,-0.021,0.03,0.2,-0.2,20.6373,,,743,,,2.9,1.9,-1.9,296.0,,,,,,13.9,,,6380.0,146.0,-146.0,4.43,0.3,-0.3,1.09,0.48,-0.48,295.03903,43.95454,15.487
273,1573,10092312,K01823.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.4684566,4.2e-06,-4.2e-06,138.74087,0.00065,-0.00065,1.0,0.59,-0.59,1.1126,,,891,,,5.2,2.9,-2.9,1031.0,,,,,,73.0,,,5779.0,113.0,-113.0,4.55,0.3,-0.3,0.87,0.32,-0.32,297.78775,47.098331,13.954
274,1578,10031707,K01827.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.589686,2.1e-05,-2.1e-05,132.014,0.0018,-0.0018,0.03,0.1,-0.1,6.5601,,,440,,,0.55,,,335.0,,,,,,95.8,,,3240.0,,,4.897,,,0.27,,,298.77295,46.921246,13.866
275,1591,12691412,K01983.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.901424,7.4e-05,-7.4e-05,137.021,0.01,-0.01,0.63,0.9,-0.9,2.6197,,,162,,,1.79,,,1216.0,,,,,,11.0,,,6653.0,,,4.314,,,1.356,,,290.28619,51.834026,13.502
276,1604,3327993,K02157.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.115547,3.3e-05,-3.3e-05,134.0992,0.0045,-0.0045,0.33,0.19,-0.19,3.9907,,,346,,,1.65,0.6,-0.6,1351.0,,,,,,28.5,,,5841.0,131.0,-131.0,4.54,0.3,-0.3,0.88,0.32,-0.32,287.18005,38.414131,15.897
277,1623,7967861,K02349.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,215.145,0.013,-0.013,171.942,0.038,-0.038,0.86,0.76,-0.76,11.7248,,,195,,,1.49,0.77,-0.77,299.0,,,,,,5.6,,,5953.0,91.0,-91.0,4.52,0.3,-0.3,0.92,0.32,-0.32,294.53214,43.75441,15.075
278,1634,5802478,K01834.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.7918642,6.3e-06,-6.3e-06,134.1361,0.0011,-0.0011,0.32,0.76,-0.76,2.4767,,,718,,,2.7,1.3,-1.3,1252.0,,,,,,80.9,,,6214.0,102.0,-102.0,4.46,0.3,-0.3,1.02,0.32,-0.32,295.15802,41.047871,14.394
279,1638,2021440,K01987.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.811385,3.5e-05,-3.5e-05,136.3334,0.0032,-0.0032,0.45,0.77,-0.77,3.8466,,,844,,,2.1,1.1,-1.1,716.0,,,,,,37.2,,,5166.0,75.0,-75.0,4.64,0.3,-0.3,0.71,0.19,-0.19,292.96844,37.488689,15.611
280,1642,5306720,K01991.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,27.36431,0.00036,-0.00036,143.4641,0.006,-0.006,1.41,0.96,-0.96,3.7109,,,1727,,,41.0,24.0,-24.0,563.0,,,,,,50.4,,,5941.0,200.0,-200.0,4.62,0.3,-0.3,0.83,0.3,-0.3,299.18491,40.484371,15.244
281,1644,9042357,K01993.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.003575,5.9e-05,-5.9e-05,146.3815,0.0026,-0.0026,0.029,0.1,-0.1,2.9478,,,652,,,1.9,1.5,-1.5,607.0,,,,,,36.5,,,5367.0,74.0,-74.0,4.59,0.3,-0.3,0.78,0.54,-0.54,297.91864,45.347061,14.733
282,1645,3328026,K01994.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.115398,1.4e-05,-1.4e-05,134.1244,0.0044,-0.0044,0.03,0.19,-0.19,4.0925,,,422,,,1.8,1.4,-1.4,1369.0,,,,,,28.9,,,5836.0,114.0,-114.0,4.51,0.3,-0.3,0.91,0.55,-0.55,287.18961,38.43166,15.147
283,1651,10616415,K01999.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.1206414,2.6e-06,-2.6e-06,131.5923,0.0015,-0.0015,1.06,0.8,-0.8,2.0874,,,248,,,30.0,19.0,-19.0,2678.0,,,,,,43.7,,,4921.0,95.0,-95.0,3.45,0.3,-0.3,3.2,1.1,-1.1,297.61398,47.811401,13.695
284,1653,5467124,K02161.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.8457393,7.4e-06,-7.4e-06,134.2724,0.0018,-0.0018,0.028,0.1,-0.1,7.0532,,,224,,,1.28,0.45,-0.45,1222.0,,,,,,102.9,,,5835.0,82.0,-82.0,4.54,0.3,-0.3,0.88,0.21,-0.21,296.67761,40.65369,13.591
285,1657,7906739,K02165.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.014751,3.6e-05,-3.6e-05,136.882,0.0034,-0.0034,0.02,0.15,-0.15,3.9404,,,127,,,1.02,0.71,-0.71,944.0,,,,,,32.0,,,5952.0,80.0,-80.0,4.51,0.3,-0.3,0.93,0.48,-0.48,296.8017,43.654259,13.601
286,1670,8495415,K02362.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.237185,2.7e-05,-2.7e-05,133.6789,0.004,-0.004,0.18,0.13,-0.13,1.7159,,,479,,,1.79,0.73,-0.73,1105.0,,,,,,20.5,,,4897.0,200.0,-200.0,4.54,0.3,-0.3,0.84,0.3,-0.3,291.88126,44.555729,15.938
287,1680,5389540,K01836.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.262158,3e-05,-3e-05,133.2125,0.0021,-0.0021,1.0,0.47,-0.47,3.7105,,,3014,,,3.0,,,317.0,,,,,,75.2,,,3240.0,,,4.897,,,0.27,,,298.46799,40.516678,13.259
288,1690,8892721,K01844.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,61.49075,0.00046,-0.00046,163.6365,0.0056,-0.0056,0.92,0.14,-0.14,7.5329,,,3197,,,5.6,2.2,-2.2,336.0,,,,,,67.4,,,4642.0,200.0,-200.0,4.57,0.3,-0.3,0.76,0.3,-0.3,294.35666,45.192959,15.943
289,1697,9851271,K02003.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.480565,4.1e-05,-4.1e-05,135.8403,0.0034,-0.0034,0.01,0.17,-0.17,5.4197,,,622,,,2.6,1.7,-1.7,951.0,,,,,,64.5,,,5880.0,117.0,-117.0,4.36,0.3,-0.3,1.07,0.51,-0.51,298.83334,46.65453,14.613
290,1710,2860114,K02170.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9416034,1.2e-06,-1.2e-06,132.97522,0.00083,-0.00083,0.94,0.34,-0.34,1.1171,,,611,,,2.6,2.9,-2.9,1588.0,,,,,,61.7,,,5220.0,89.0,-89.0,4.51,0.3,-0.3,0.81,0.88,-0.88,293.06598,38.042011,14.834
291,1720,8501062,K02176.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,24.4021,0.0018,-0.0018,149.474,0.047,-0.047,0.88,0.78,-0.78,12.5679,,,34,,,0.62,0.34,-0.34,603.0,,,,,,5.7,,,5954.0,200.0,-200.0,4.57,0.3,-0.3,0.89,0.3,-0.3,294.06879,44.574772,13.424
292,1722,3962751,K02326.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,45.603,0.006,-0.006,171.32,0.083,-0.083,0.71,0.88,-0.88,8.3492,,,54,,,0.63,0.37,-0.37,453.0,,,,,,1.7,,,5597.0,93.0,-93.0,4.58,0.3,-0.3,0.82,0.29,-0.29,293.69742,39.036388,15.206
293,1726,8582291,K02330.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.468158,1.3e-05,-1.3e-05,132.0637,0.0035,-0.0035,0.02,0.15,-0.15,3.2294,,,194,,,1.2,1.2,-1.2,1258.0,,,,,,26.2,,,5521.0,88.0,-88.0,4.45,0.3,-0.3,0.91,0.76,-0.76,298.84979,44.615009,14.874
294,1732,5110683,K02334.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,12.53449909,,,134.95078,,,0.3162,0.1,-0.1,6.023,,,71,,,0.74,0.25,-0.25,728.0,,,,,,1.9,,,5683.0,200.0,-200.0,4.55,0.3,-0.3,0.9,0.3,-0.3,294.90765,40.278831,15.725
295,1739,4743513,K00024.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.08607713,4.8e-07,-4.8e-07,170.96441,0.00015,-0.00015,0.93,0.1,-0.1,1.9185,,,5417,,,10.7,5.0,-5.0,1549.0,,,,,,607.1,,,6193.0,74.0,-74.0,4.42,0.3,-0.3,1.06,0.49,-0.49,290.8154,39.819469,12.963
296,1746,5992270,K01855.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,58.42991,0.00058,-0.00058,168.3011,0.0043,-0.0043,0.92,0.17,-0.17,5.6488,,,1937,,,3.26,0.13,-0.13,294.0,,,,,,52.2,,,4384.0,61.0,-61.0,4.7,0.3,-0.3,0.577,0.012,-0.012,299.62198,41.212509,14.782
297,1755,11298815,K02015.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.738641,2.1e-05,-2.1e-05,136.9208,0.0025,-0.0025,0.07,0.8,-0.8,3.0001,,,586,,,1.24,0.52,-0.52,574.0,,,,,,38.6,,,4086.0,200.0,-200.0,4.74,0.3,-0.3,0.528,0.029,-0.029,292.8053,49.040459,15.51
298,1764,2014991,K02178.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.496807,5.2e-05,-5.2e-05,132.1692,0.0056,-0.0056,0.79,0.86,-0.86,2.7451,,,126,,,2.5,1.1,-1.1,1472.0,,,,,,14.8,,,6421.0,101.0,-101.0,3.95,0.3,-0.3,2.0,0.54,-0.54,291.54935,37.40358,12.396
299,1774,12885212,K02184.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.0575069,8.6e-06,-8.6e-06,133.3102,0.0028,-0.0028,0.02,0.16,-0.16,2.481,,,449,,,1.36,0.67,-0.67,1038.0,,,,,,28.7,,,4923.0,64.0,-64.0,4.67,0.3,-0.3,0.662,0.02,-0.02,290.17502,52.220341,15.504
300,1790,8179325,K02359.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.172753,2.5e-05,-2.5e-05,133.9888,0.006,-0.006,0.02,0.15,-0.15,5.2611,,,371,,,1.36,0.85,-0.85,918.0,,,,,,32.7,,,4877.0,200.0,-200.0,4.64,0.3,-0.3,0.73,0.3,-0.3,296.28696,44.022671,15.936
